filename,xmin,ymin,xmax,ymax,class
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001817.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003150.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003616.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003294.jpg,180,173,216,204,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0004376.jpg,200,157,222,171,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002734.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001509.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000628.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002104.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002983.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003958.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001651.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000995.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003685.jpg,193,212,229,255,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001393.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0004105.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000987.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001120.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002927.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001710.jpg,119,145,155,176,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003014.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001992.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000820.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000966.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003755.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002084.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000651.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002316.jpg,1466,1332,1566,1469,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001157.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000099.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000590.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002951.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000559.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000181.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002848.jpg,196,207,236,228,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000431.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003737.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003742.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003224.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002764.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0004194.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003005.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003141.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002873.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000642.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002001.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000530.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000770.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001188.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002162.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000498.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0004098.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002797.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003449.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001814.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003879.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002147.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001440.jpg,142,201,171,220,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001940.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002089.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000306.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003068.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003805.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000812.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000283.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002334.jpg,1618,1012,1892,1213,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000329.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001378.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003185.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000952.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0001492.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000309.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0004042.jpg,179,149,198,168,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002982.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002731.jpg,224,204,241,235,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002833.jpg,217,143,233,173,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003208.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002676.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003249.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0003571.jpg,,,,,
/home/saeid/MP/Project/FracAtlas/all_images/IMG0000758.jpg,233,112,282,154,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002576.jpg,72,175,105,200,fractured
/home/saeid/MP/Project/FracAtlas/all_images/IMG0002576.jpg,274,177,309,202,fractured
